kode;navn
760952;Nr. Rind By, Lynderup
761051;Åstrup, Roum
761052;Møldrup By, Roum
761053;Roum By, Roum
761156;Korsø By, Simested
761157;Korsøgård Hgd., Simested
761159;Skærshale By, Simested
761251;Ejstrup By, Skals
761252;Holmgård Hgd., Skals
761253;Skals By, Skals
761254;Skringstrup By, Skals
761451;Fruergård, V. Tostrup
761452;Spanggårde, V. Tostrup
761453;Troelstrup By, V. Tostrup
761454;Ugelris By, V. Tostrup
761455;V. Tostrup By, V. Tostrup
761551;Gørup By, Ulbjerg
761552;Holmmark, Ulbjerg
761553;Ll. Torup By, Ulbjerg
761554;Skinderup By, Ulbjerg
761555;St. Torup By, Ulbjerg
761556;Sundstrup By, Ulbjerg
761557;Tolstrup By, Ulbjerg
761558;Ulbjerg By, Ulbjerg
770351;Lundgårde, Hammershøj
770352;Neder Hammershøj By, Hammershøj
770353;Over Hammershøj By, Hammershøj
770551;Årup, Kvorning
770552;Kvorning By, Kvorning
771151;Formyre By, Tjele
771152;Foulum By, Tjele
771153;Rise, Tjele
771154;Tjele Hede, Tjele
771155;Tjele Hgd., Tjele
771156;Rise Bys Enge, Tjele
771251;Vejrumbro, Vejrum
771351;Vinge By, Nr. Vinge
771451;Fårdal By, Viskum
771452;Lunddorp Gde., Viskum
771453;Over Viskum By, Viskum
771454;Viskum Hgd., Viskum
771455;Øby By, Viskum
771551;Holme, Vorning
771552;Hvidding By, Vorning
771553;Vorning By, Vorning
771651;Hulbæk By, Ørum
771652;Mollerup By, Ørum
771653;Velds By, Ørum
771654;Ørum By, Ørum
780151;Bjerring By, Bjerring
780152;Serupgård, Bjerring
780251;Bjerring By, Bjerringbro
780252;Hjermind By, Bjerringbro
780253;Bøgeskov By, Bjerringbro
780254;Gullev By, Bjerringbro
780255;Hesselbjerg, Bjerringbro
780551;Hjermind By, Hjermind
780552;Tavlgårde, Hjermind
780651;Hjorthede By, Hjorthede
780652;Kællinghøl, Hjorthede
780653;Sdr. Tulstrup, Hjorthede
780654;Ilsø, Hjorthede
780851;Himmestrup Hgd., Lee
780852;Lee By, Lee
780853;Nr. Tulstrup By, Lee
780951;Dalsgårde, Mammen
780952;Hesselholt, Mammen
780953;Mammen By, Mammen
780954;Nørreåhus, Mammen
781051;Middelhede, Sdr. Rind
781052;Sdr. Rind By, Sdr. Rind
781151;Løvskal By, Skjern
781152;Skjern Hgd., Skjern
781153;Tindbæk By, Skjern
781351;Bro Mølle, Vejrum
781352;Fuglsang, Vejrum
781353;Vejrum Enge, Vejrum
781551;Brandstrup By, Vindum
781552;Fårup By, Vindum
781553;Skaun, Vindum
781554;Vindum By, Vindum
781555;Vindum Overgård Hgd., Vindum
781751;Kærrestrup Gde., Vinkel
781752;Engedalgård, Vinkel
781753;Nabe, Vinkel
781754;Randrup Hgd., Vinkel
781755;Vinkel By, Vinkel
781851;St. Torsager, Viskum
781852;Himmestrup Hgd., Viskum
781853;Himmestrup Enge, Viskum
790551;Bøgeskov By, Gullev
790552;Gullev By, Gullev
790553;Nøddelund By, Gullev
790951;Ormstrup Hgd., Sahl
790952;Sahl By, Sahl
790953;Skibelund By, Sahl
790954;Vinkelholm, Sahl
800151;Almind By, Almind
800152;Mostgård, Almind
800153;Snabegård, Almind
800154;Tostrup By, Almind
800155;Tolstrup Gde., Almind
800156;Vranum By, Almind
800251;Elsborg By, Elsborg
800351;Årestrup By, Frederiks
800352;Frederiks Præstegård, Frederiks
800353;Havredal By, Frederiks
800354;Stendal Plantage, Frederiks
800355;Trehuse, Frederiks
800356;Ulvedal, Frederiks
800651;Højbjerg By, Højbjerg
800652;Palstrup Hgd., Højbjerg
800653;Tange By, Højbjerg
800851;Bøgelund By, Karup
800852;Hessellund By, Karup
800853;Høgild By, Karup
800854;Karup By, Karup
800855;Kølvrå By, Karup
800856;Torp Gde., Karup
800857;Rabis By, Karup
800858;Vallerbæk By, Karup
800859;Ur Gde., Karup
801051;Knækkeborg, Lysgård
801052;Lysgård By, Lysgård
801053;Neder Katballe By, Lysgård
801054;Neder Testrup, Lysgård
801055;Over Katballe Gde., Lysgård
801056;Over Testrup By, Lysgård
801057;Sjørup By, Lysgård
820151;Fusager By, Nr. Borris
820152;Ll. Tårup Gde., Nr. Borris
820153;Sparkær By, Nr. Borris
820251;Daugbjerg By, Daugbjerg
820252;Engedal, Daugbjerg
820253;Harrestruplund, Daugbjerg
820254;Søvsø Gde., Daugbjerg
820255;Nygård, Daugbjerg
820256;Sejbæk Gde., Daugbjerg
820257;Vedhoved, Daugbjerg
820451;Grønkær, Feldingbjerg
820452;Nr. Feldingbjerg By, Feldingbjerg
820453;Skalmstrup, Feldingbjerg
820454;Skalmstrup Mølle, Feldingbjerg
820455;Stoholm, Feldingbjerg
820456;Sdr. Feldingbjerg By, Feldingbjerg
820457;Torsø, Feldingbjerg
820458;Troelstrup By, Feldingbjerg
820551;Åkær By, Fly
820552;Bregendal, Fly
820553;Fly By, Fly
820554;Iglsø By, Fly
820651;Firehuse, Frederiks
820652;Grønhøj By, Frederiks
820653;Resenfelde, Frederiks
820654;Tohuse, Frederiks
820751;Bækkegård, Gammelstrup
820752;Drengsgård, Gammelstrup
820753;Gammelstrup By, Gammelstrup
820754;Lundgård Hgd., Gammelstrup
820951;Kardyb Gde., Kobberup
820952;Kobberup By, Kobberup
820955;Søby Mølle, Kobberup
820956;Tastum By, Kobberup
821051;Kurgård, Kvols
821052;Kvols By, Kvols
821251;Bryrup Gde., Mønsted
821252;Gundelund By, Mønsted
821253;Kovstrup Gde., Mønsted
821254;Krogsgård, Mønsted
821255;Møgelbjerg, Mønsted
821256;Mølgårde, Mønsted
821257;Mønsted By, Mønsted
821258;Mørup Gde., Mønsted
821259;Rosborg, Mønsted
821260;Rosborg Sø, Mønsted
821261;Rosgårde, Mønsted
821262;Tovgård, Mønsted
821351;Koldkur Gde., Resen
821352;Kongenshus, Resen
821353;Resen By, Resen
821551;Lånum By, Smollerup
821552;Mårbjerggård, Smollerup
821553;Rørgård, Smollerup
821554;Smollerup By, Smollerup
821555;Ø. Børsting By, Smollerup
821651;Borup By, Tårup
821652;Knudby By, Tårup
821653;Kvosted By, Tårup
821654;Nr. Rævind Gde., Tårup
821655;Rævind Hede, Tårup
821656;Sdr. Rævind, Tårup
821657;Tårupgård Hgd., Tårup
821658;Tuskær, Tårup
821751;Egebjerg By, Vridsted
821752;Trevad By, Vridsted
821753;Vridsted By, Vridsted
821851;Sjørup By, Vroue
821852;V. Børsting By, Vroue
821853;Vittrup, Vroue
821854;Vroue By, Vroue
2005751;Viborg Bygrunde
2005752;Viborg Markjorder
2005753;Asmildkloster Hgd., Viborg Jorder
950251;Egå By, Egå
950252;Lystrup By, Egå
950253;Skæring By, Egå
950254;Svinbo By, Egå
950351;Brandstrup By, Hjortshøj
950352;Hesselballe By, Hjortshøj
950353;Hjortshøj By, Hjortshøj
950354;Hjortshøjlund, Hjortshøj
950355;Kankbølle By, Hjortshøj
950356;Skæring By, Hjortshøj
950357;Virup Skov, Hjortshøj
950551;Bygballe, Mejlby
950552;Kalstrup, Mejlby
950553;Krannestrup, Mejlby
950554;Mejlby By, Mejlby
950555;Ogstrup, Mejlby
950851;Åstrup By, Skødstrup
950852;Hjelmager By, Skødstrup
950853;Segalt By, Skødstrup
950854;Skødstrup By, Skødstrup
950855;Studstrup By, Skødstrup
950856;Svinbo By, Skødstrup
950857;Vorre By, Skødstrup
950858;Vosnæsgård Hgd., Skødstrup
951051;Balle By, Todbjerg
951052;Bendstrup By, Todbjerg
951053;Grøttrup By, Todbjerg
951054;Hårup By, Todbjerg
951055;Lindå By, Todbjerg
951056;Skårupgård Hgd., Todbjerg
951057;Sophie-Amaliegård, Todbjerg
951058;Todbjerg By, Todbjerg
980151;Fårup By, Fårup
980152;Kvottrup By, Fårup
980153;Mundelstrup By, Fårup
980751;Ustrup Skov, Sabro
980752;Ristrup Hgd., Sabro
980753;Sabro By, Sabro
990151;Borum By, Borum
990251;Framlev By, Framlev
990252;Højby Mark, Framlev
990253;Hørslev By, Framlev
990254;Hørslev Gde., Framlev
990255;Labing By, Framlev
990256;Lillering By, Framlev
990257;Snåstrup Gde., Framlev
990351;Harlev By, Harlev
990352;Harlevholm, Harlev
990353;Harlev Mølle, Harlev
990354;Skibby By, Harlev
990355;Tåstrup By, Harlev
990356;Tarskov Mølle, Harlev
1000851;Hvilsted By, Hvilsted
1000852;Onsted By, Hvilsted
1000854;Rojgård, Hvilsted
1010151;Elev By, Elev
1010251;Elsted By, Elsted
1010252;Kærgård, Elsted
1010253;Lystrup By, Elsted
1010551;Spørring By, Spørring
1010751;Hæst By, Trige
1010752;Pannerup By, Trige
1010753;Trige By, Trige
1010851;Ølsted By, Ølsted
1020151;Åby By, Åby
1020251;Årslev By, Sdr. Årslev
1020351;Brabrand By, Brabrand
1020352;Gellerup By, Brabrand
1020353;Holmstrupgård, Brabrand
1020354;True By, Brabrand
1020355;True Todderup Mark, Brabrand
1020451;Hasle By, Hasle
1020551;Kasted By, Kasted
1020552;Koldkærgård, Kasted
1020553;Kærbygård Hgd., Kasted
1020651;Lyngby By, Lyngby
1020652;Lyngbygård Hgd., Lyngby
1020653;Yderup By, Lyngby
1020851;Brendstrup By, Tilst
1020852;Geding By, Tilst
1020853;Tilst By, Tilst
1020854;Todderup Mark, Tilst
1020951;Vejlby By, Vejlby
1021051;Vejlby By, Risskov
1021151;Vejlby By, Ellevang
1030151;Ask By, Astrup
1030152;Astrup By, Astrup
1030153;Bøgeskov By, Astrup
1030155;Løjenkær By, Astrup
1030156;Rasborg By, Astrup
1030251;Beder By, Beder
1030252;Fulden By, Beder
1030253;Over Fløjstrup By, Beder
1030351;Holme By, Holme
1030451;Bering By, Kolt
1030452;Edslev By, Kolt
1030453;Enslev By, Kolt
1030454;Hasselager By, Kolt
1030455;Kattrup By, Kolt
1030456;Kolt By, Kolt
1030457;Konstantinsborg Hgd., Kolt
1030458;Lemming By, Kolt
1030459;Stavtrup By, Kolt
1030551;Højballe By, Mårslet
1030552;Hørret By, Mårslet
1030553;Langballe By, Mårslet
1030554;Mårslet By, Mårslet
1030555;Moesgård Hgd., Mårslet
1030556;Testrup By, Mårslet
1030557;Vilhelmsborg Hgd., Mårslet
1030651;Krekær By, Malling
1030652;Malling By, Malling
1030653;Neder Fløjstrup By, Malling
1030654;Pedholt By, Malling
1030655;Starup By, Malling
1030656;Synnedrup By, Malling
1030657;Vormstrup By, Malling
1030658;Østerlavet, Malling
1030751;Åbo By, Ormslev
1030752;Konstantinsborg Hgd., Ormslev
1030753;Kunnerup By, Ormslev
1030754;Ormslev By, Ormslev
1030851;Battrup By, Tiset
1030852;Ingerslev By, Tiset
1030853;Mustrup Gde., Tiset
1030854;Solbjerg By, Tiset
1030855;Tander By, Tiset
1030856;Tiset By, Tiset
1030951;Bjøstrup By, Tranbjerg
1030952;Børup By, Tranbjerg
1030953;Gunnestrup By, Tranbjerg
1030954;Jegstrup By, Tranbjerg
1030955;Slet By, Tranbjerg
1030956;Tingskoven, Tranbjerg
1030957;Østerby By, Tranbjerg
1031051;Hinnedrup By, Tulstrup
1031052;Pederstrup By, Tulstrup
1031053;Tulstrup By, Tulstrup
1031054;Østergård Hgd., Tulstrup
1031251;Viby By, Viby
1031351;Holme By, Skåde
1031352;Skåde By, Skåde
1031451;Viby By, Fredens
1040951;Fastrup By, Vitved
2006351;Århus Bygrunde
2006352;Marselisborg, Århus Grunde
2006353;Århus Markjorder
2006354;Hasle, Århus Jorder
2006355;Marselisborg, Århus Jorder
2006356;Lisbjerg, Århus Jorder
2006357;Terp, Århus Jorder
2006358;Skejby, Århus Jorder
550251;Bolle Fjerding, Aså-Melholt
550252;Aså By, Aså-Melholt
550253;Melholt Ejerlav, Aså-Melholt
550254;Gerå By, Aså-Melholt
550255;Ørsø Fjerding, Aså-Melholt
550351;Bolle Fjerding, Dronninglund
550352;Dronninglund Hgd., Dronninglund
550353;Dronninglund Enge, Dronninglund
550354;Lundager Præstegård, Dronninglund
550355;Neder Dorf Fjerding, Dronninglund
550356;Over Dorf Fjerding, Dronninglund
550357;Kvisselholtgård, Dronninglund
550358;Storskoven, Dronninglund
550359;Ørsø Fjerding, Dronninglund
550451;Hallund By, Hallund
550452;Hollensted By, Hallund
550453;Kølskegård, Hallund
550454;V. Hebbelstrup Gde., Hallund
550455;Ø. Hebbelstrup Gde., Hallund
550551;Allerup By, Hellevad
550552;Katholm, Hellevad
550553;Bredkær Præstegård, Hellevad
550554;Klavsholm Hgd., Hellevad
550555;Hellevad By, Hellevad
550556;Kildedal, Hellevad
550557;Kærsgård, Hellevad
550558;Klokkerholm, Hellevad
550559;Korslund, Hellevad
550560;Krabdrup Gde., Hellevad
550561;Lemb By, Hellevad
550562;Røgelhede By, Hellevad
550563;Stentinget, Hellevad
550564;Sønderkærs Enge, Hellevad
550565;Trøgdrup By, Hellevad
550651;Hellum By, Hellum
550652;Holmgård, Hellum
550653;Den nordlige Del, Hellum
550956;Den sydøstlige Del, Skæve
551251;Agersted Fjerding, Voer
551252;Idskov Fjerdings vestlige Del, Voer
551253;Idskov Fjerdings østlige Del, Voer
551254;Vestengårdens Fjerding, Voer
551255;Voergård Hgd., Voer
551451;Ågårde, Ørum
551452;Bjørnholm, Ørum
551453;Kjellingbro, Ørum
551454;Kraghede, Ørum
551455;Kølskegårds Enge, Ørum
551456;Nr. Ravnstrup, Ørum
551457;Sønderkærs Enge, Ørum
551458;Sdr. Ravnstrup, Ørum
551459;V. Glindvad, Ørum
551460;Ørum By, Ørum
551461;Ørum Mose, Ørum
551462;Ørum Overdrev, Ørum
551463;Ørumtved, Ørum
551551;Bolle Fjerding, Hjallerup
551552;Hjallerup Fjerding, Hjallerup
551553;Over Dorf Fjerding, Hjallerup
560551;Ålstrup By, Jerslev
560552;Abildgård, Jerslev
560553;Holtetgård, Jerslev
560554;Jerslev By, Jerslev
560555;Klæstrup By, Jerslev
560556;Mustedgård, Jerslev
560557;Mølholm Gde., Jerslev
560558;Den nordøstlige Del, Jerslev
560559;Den sydøstlige Del, Jerslev
560560;Sterup By, Jerslev
560561;Sterup Fælled, Jerslev
560562;Svennum By, Jerslev
560563;Tveden Gde., Jerslev
560564;V. Mellerup By, Jerslev
560565;Ø. Hjulskov Gde., Jerslev
560566;Ø. Mellerup By, Jerslev
560567;Ø. Mellerup Mølle, Jerslev
560951;Hjelmsted By, Serritslev
560952;Holte By, Serritslev
560953;Kalum By, Serritslev
560954;Serritslev By, Serritslev
560955;Stadegårde, Serritslev
560956;Sønderhaven, Serritslev
560957;Vesterå Gde., Serritslev
560958;Østerågård, Serritslev
561051;Stenbjerg Gde., Stenum
561052;Stenum By, Stenum
561053;Vanggårde, Stenum
561251;Filholm By, Tise
561252;Hammelmose Hgd., Tise
561253;Hammelmose Lejeenge, Tise
561254;Manna By, Tise
561255;Stavad By, Tise
561256;Tise By, Tise
561257;Vildmosen, Tise
561351;Hjermitslevgård Hgd., Tolstrup
561352;Hjermitslevgård Rebsenge, Tolstrup
561353;Holte By, Tolstrup
561354;V. Linderup By, Tolstrup
561355;Mølgård, Tolstrup
561356;Thorup, Tolstrup
561357;Tolstrup Præstegård, Tolstrup
561358;Tømmerby By, Tolstrup
561359;Vibsig By, Tolstrup
561360;Ø. Hjermitslev By, Tolstrup
561361;Vildmosen, Tolstrup
561851;Burholt Hgd., Ø. Brønderslev
561852;Gerndrup Gde., Ø. Brønderslev
561853;Hvilshøj By, Ø. Brønderslev
561854;Hvilshøjgård, Ø. Brønderslev
561855;Kraghedens vestlige Del, Ø. Brønderslev
561856;Kraghedens østlige Del, Ø. Brønderslev
561857;Ø. Linderup By, Ø. Brønderslev
561858;Stubdrup By, Ø. Brønderslev
561859;Ø. Brønderslev By, Ø. Brønderslev
600254;Tylstrup By, Ajstrup
2004551;Bøgen, Brønderslev Jorder
2004552;Kornum Gde., Brønderslev Jorder
2004553;Nibstrup Hgd., Brønderslev Jorder
2004554;Thorsmark, Brønderslev Jorder
2004555;V. Brønderslev, Brønderslev Jorder
530151;Åsted By, Åsted
530152;Favrholt By, Åsted
530153;Kvissel By, Åsted
530154;Mejling By, Åsted
530155;Den nordvestlige Del, Åsted
530156;Den sydlige Del, Åsted
530157;Den vestlige Del, Åsted
530158;Den østlige Del, Åsted
530351;Bratten, Elling
530352;Elling By, Elling
530353;Elling Hgd., Elling
530354;Jerup By, Elling
530355;Lerbæk Hgd., Elling
530356;Ellinggårds Eng, Elling
530357;Napstjært By, Elling
530358;Strandby By, Elling
530359;Tolshave, Elling
530451;Donbæk Gde., Flade
530452;Knivholt Hgd., Flade
530453;Den mellemste Del, Flade
530454;Den vestlige Del, Flade
530551;Gærum By, Gærum
530651;Hirsholme By, Hirsholmene
530851;Lendum By, Lendum
531051;Ålbæk, Råbjerg
531052;Gårdbo, Råbjerg
531053;Gårdbo Sø, Råbjerg
531054;Råbjerg Ejerlav, Råbjerg
531055;Sørig, Råbjerg
531151;Starholm, Skagen
531251;Eget Hgd., Skærum
531252;Skærum By, Skærum
550151;Donsted By, Albæk
550152;Lyngså By, Albæk
550153;Nr. Voerså By, Albæk
550154;St. Rugtved Hgd., Albæk
550155;Den mellemste Del, Albæk
550156;Den nordøstlige Del, Albæk
550157;Den sydøstlige Del, Albæk
550158;Den vestlige Del, Albæk
550751;Gammelholm, Hørby
550752;Hale Gde., Hørby
550753;Haven Hgd., Hørby
550754;Hørbylund Hgd., Hørby
550755;Den nordvestlige Del, Hørby
550756;Den sydlige Del, Hørby
550757;Den sydøstlige Del, Hørby
550758;Den vestlige Del, Hørby
550759;V. Estrup By, Hørby
550760;Ørvad Gde., Hørby
550851;Karupgård, Karup
550951;Dybvad Hgd., Skæve
550952;Knudseje Hgd., Skæve
550953;Den mellemste Del, Skæve
550954;Den nordlige Del, Skæve
550955;Den sydvestlige Del, Skæve
551051;Ålborggård, Torslev
551052;Gersholt, Torslev
551053;Gydeje, Torslev
551054;Hejselt Hgd., Torslev
551055;Ormholt Hgd., Torslev
551056;Den mellemste Del, Torslev
551057;Den nordvestlige Del, Torslev
551058;Den nordøstlige Del, Torslev
551059;Den sydvestlige Del, Torslev
551060;Den vestlige Del, Torslev
551061;Try By, Torslev
551062;Vangkær, Torslev
551063;Østervrå By, Torslev
551151;Den nordlige Del, Understed
551152;Den nordøstlige Del, Understed
551153;Den sydlige Del, Understed
551154;Den sydvestlige Del, Understed
551155;Stensig, Understed
551156;Sulbæk, Understed
551351;Krættrup Gde., Volstrup
551352;Langtved By, Volstrup
551353;Ll. Ørtoft By, Volstrup
551354;Røllen, Volstrup
551355;Skølstrup, Volstrup
551356;Grønhede, Volstrup
551357;Toftlund, Volstrup
551358;Stidsholt Gde., Volstrup
551359;St. Ørtoft, Volstrup
551360;Sæbygård Hgd., Volstrup
551361;Tamholt Gde., Volstrup
551362;Skovsgård, Volstrup
551363;Volstrup By, Volstrup
551364;Volstrup Præstegård, Volstrup
551365;Øksenhede, Volstrup
2004651;Frederikshavn Bygrunde
2004652;Frederikshavn Markjorder
2004653;Deget Ø, Frederikshavn Jorder
2004654;Bangsbo, Frederikshavn Jorder
2004655;Flade, Frederikshavn Jorder
2004851;Skagen Bygrunde
2004852;Skagen Markjorder
2004951;Sæby Bygrunde
2004952;Sæby Markjorder
530251;Ågårde By, Bindslev
530252;Hesselbæk Gde., Bindslev
530253;Mogensbæk Gde., Bindslev
530254;Nr. Bindslev By, Bindslev
530255;Stensbæk Hgd., Bindslev
530256;Sdr. Bindslev By, Bindslev
530257;Søttrupgård, Bindslev
530258;Tronsmark, Bindslev
530751;Høgholt Hgd., Hørmested
530752;Den nordlige Del, Hørmested
530753;Den sydlige Del, Hørmested
530852;Lengsholm Hgd., Lendum
530951;Eskær Hgd., Mosbjerg
530952;Mosbjerg By, Mosbjerg
530953;Måstrup By, Mosbjerg
530954;Stenderup Gde., Mosbjerg
530955;Blæsbjerg, Mosbjerg
530956;Vogn By, Mosbjerg
531351;Dal, Tolne
531352;Dvergetved By, Tolne
531353;Tolne By, Tolne
531354;Skørbækshede, Tolne
531451;Gårdbo Sø, Tversted
531452;Nr. Elkær Hgd., Tversted
531453;Tversted By, Tversted
540151;Asdal Hgd., Asdal
540152;Horne By, Asdal
540251;Astrup By, Astrup
540252;Sønderskov By, Astrup
540253;Bøgsted Hgd., Astrup
540254;Bøgsted Skovmark, Astrup
540255;Grimmeshave, Astrup
540256;Den nordlige Del, Astrup
540257;Den sydlige Del, Astrup
540351;Bjergby By, Bjergby
540352;Sakstrup By, Bjergby
540353;Snevre By, Bjergby
540354;Ørnbøl Gde., Bjergby
540451;Sdr. Harritslev By, Harritslev
540551;Horne By, Horne
540552;Højrup By, Horne
540651;Gølstrup By, Jelstrup
540652;Hundelev By, Jelstrup
540653;Jelstrup By, Jelstrup
540751;Lønstrup By, Mårup
540752;Mårupgård, Mårup
540753;V. Vidstrup By, Mårup
540851;Den sydlige Del, Mygdal
540852;Den nordlige Del, Mygdal
540951;Rubjerg By, Rubjerg
540952;Ulstrup By, Rubjerg
541051;Åstrup Hgd., Skt. Hans
541052;Bagterp By, Skt. Hans
541053;Gjurup By, Skt. Hans
541054;Høngård, Skt. Hans
541055;Jonstrup By, Skt. Hans
541056;Krustrup By, Skt. Hans
541057;Lund, Skt. Hans
541058;Lundergård, Skt. Hans
541059;Vandstedgård, Skt. Hans
541151;Bistrupgård, Skt. Olai
541152;Gårestrup By, Skt. Olai
541153;Skibsby By, Skt. Olai
541154;Vellingshøj By, Skt. Olai
541155;V. Tirup By, Skt. Olai
541156;Vinstrup Gde., Skt. Olai
541251;Baggesvogn Hgd., Sindal
541252;Fjelsted By, Sindal
541253;Langheden, Sindal
541254;Tågholt, Sindal
541255;Sindal By, Sindal
541256;Slotved, Sindal
541257;Stokholm Gde., Sindal
541258;Ulstedbo, Sindal
541351;Nørlev By, Skallerup
541352;Nørum By, Skallerup
541353;Præstholm, Skallerup
541354;Skallerup Præstegård, Skallerup
541355;Sønderlev By, Skallerup
541356;Villerup Hgd., Skallerup
541451;Ejstrup Gde., Tornby
541452;Kærsgård Hgd., Tornby
541453;Købsted By, Tornby
541454;Nr. Tornby By, Tornby
541455;Sdr. Tornby By, Tornby
541551;Uggerby By, Uggerby
541651;Den nordlig-mellemste Del, Ugilt
541652;Den nordøstlige Del, Ugilt
541653;Den sydlig-mellemste Del, Ugilt
541654;Den sydøstlige Del, Ugilt
541655;Den vestlige Del, Ugilt
541656;Den østlige Del, Ugilt
541657;Den østlig-mellemste Del, Ugilt
541751;Nr. Harritslev By, Vennebjerg
541752;Overklit Hgd., Vennebjerg
541753;Stadegård, Vennebjerg
541754;Lophave, Vennebjerg
541755;Vennebjerg By, Vennebjerg
541851;Dalsgårde By, Vidstrup
541852;Tofte By, Vidstrup
541853;Ø. Vidstrup By, Vidstrup
541951;Horne By, Hirtshals
560151;Børglum By, Børglum
560152;Børglumkloster Hgd., Børglum
560153;Børglumkloster Enge, Børglum
560154;Hjortnæs, Børglum
560155;Lyngby Torp By, Børglum
560156;Mariegårde, Børglum
560157;Skøttrup By, Børglum
560158;Skrolleshede, Børglum
560159;Vittrup By, Børglum
560251;Em By, Em
560252;Vollerup By, Em
560351;Furreby By, Furreby
560352;Løkken Ladeplads, Furreby
560451;Hæstrup By, Hæstrup
560452;Hæstrup Hgd., Hæstrup
560453;Hæstrup Møllegård, Hæstrup
560651;Lyngby Torp By, Lyngby
560652;Lyngby By, Lyngby
560751;Rakkeby By, Rakkeby
560752;Snarup By, Rakkeby
560851;Ålstrup Gde., Sejlstrup
560852;Sejlstrup Hgd., Sejlstrup
560853;Smidstrup By, Sejlstrup
561151;Ås Hgd., Tårs
561152;Agdrup By, Tårs
561153;Barholt, Tårs
561154;Bjørnstrup, Tårs
561155;Boller Hgd., Tårs
561156;Bollerskov, Tårs
561157;Dalsmølle, Tårs
561158;Graum By, Tårs
561159;Græsdal Gde., Tårs
561160;Harpsø Gde., Tårs
561161;Hejselholt, Tårs
561162;Hvidstedgård Hgd., Tårs
561163;Hvidsted By, Tårs
561164;Karmisholt Gde., Tårs
561165;Kragvad, Tårs
561166;Krogen, Tårs
561167;Lindholt, Tårs
561168;Morild, Tårs
561169;Koldbro, Tårs
